"","revista","categoria","ano","ISSN"
"8790","CLINICAL NEUROPSYCHOLOGIST","A1",2022,"1385-4046"
"8791","CLINICAL NEUROPSYCHOLOGIST","A1",2022,"
1744-4144"
"8792","CHEMICAL ENGINEERING JOURNAL","A1",2022,"1385-8947"
"8793","CHEMICAL ENGINEERING JOURNAL","A1",2022,"
1873-3212"
"8794","SPECTROCHIMICA ACTA PART A MOLECULAR AND BIOMOLECULAR
SPECTROSCOPY","A1",2022,"1386-1425"
"8795","SPECTROCHIMICA ACTA PART A MOLECULAR AND BIOMOLECULAR
SPECTROSCOPY","A1",2022,"
1873-3557"
"8796","EXTREMES","A1",2022,"1386-1999"
"8797","EXTREMES","A1",2022,"
1572-915X"
"8798","ETHICAL THEORY AND MORAL PRACTICE","A1",2022,"1386-2820"
"8799","ETHICAL THEORY AND MORAL PRACTICE","A1",2022,"
1572-8447"
"8800","EXPERIMENTAL ECONOMICS","A1",2022,"1386-4157"
"8801","EXPERIMENTAL ECONOMICS","A1",2022,"
1573-6938"
"8802","JOURNAL OF FINANCIAL MARKETS","A1",2022,"1386-4181"
"8803","JOURNAL OF FINANCIAL MARKETS","A1",2022,"
1878-576X"
"8804","JOURNAL OF MATHEMATICS TEACHER EDUCATION","A1",2022,"1386-4416"
"8805","JOURNAL OF MATHEMATICS TEACHER EDUCATION","A1",2022,"
1573-1820"
"8806","INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","A1",2022,"1386-5056"
"8807","INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","A1",2022,"
1872-8243"
"8808","BIOCONTROL","A1",2022,"1386-6141"
"8809","BIOCONTROL","A1",2022,"
1573-8248"
"8810","FLOW TURBULENCE AND COMBUSTION","A1",2022,"1386-6184"
"8811","FLOW TURBULENCE AND COMBUSTION","A1",2022,"
1573-1987"
"8812","JOURNAL OF CLINICAL VIROLOGY","A1",2022,"1386-6532"
"8813","JOURNAL OF CLINICAL VIROLOGY","A1",2022,"
1873-5967"
"8814","PROFESIONAL DE LA INFORMACION","A1",2022,"1386-6710"
"8815","PROFESIONAL DE LA INFORMACION","A1",2022,"
1699-2407"
"8816","HEALTH CARE MANAGEMENT SCIENCE","A1",2022,"1386-9620"
"8817","HEALTH CARE MANAGEMENT SCIENCE","A1",2022,"
1572-9389"
"8818","PHILOSOPHICAL EXPLORATIONS","A1",2022,"1386-9795"
"8819","PHILOSOPHICAL EXPLORATIONS","A1",2022,"
1741-5918"
"8820","LEARNING ENVIRONMENTS RESEARCH","A1",2022,"1387-1579"
"8821","LEARNING ENVIRONMENTS RESEARCH","A1",2022,"
1573-1855"
"8822","MICROPOROUS AND MESOPOROUS MATERIALS","A1",2022,"1387-1811"
"8823","MICROPOROUS AND MESOPOROUS MATERIALS","A1",2022,"
1873-3093"
"8824","JOURNAL OF ALZHEIMERS DISEASE","A1",2022,"1387-2877"
"8825","JOURNAL OF ALZHEIMERS DISEASE","A1",2022,"
1875-8908"
"8826","INFORMATION SYSTEMS FRONTIERS","A1",2022,"1387-3326"
"8827","INFORMATION SYSTEMS FRONTIERS","A1",2022,"
1572-9419"
"8828","BIOLOGICAL INVASIONS","A1",2022,"1387-3547"
"8829","BIOLOGICAL INVASIONS","A1",2022,"
1573-1464"
"8830","NEW ASTRONOMY REVIEWS","A1",2022,"1387-6473"
"8831","NEW ASTRONOMY REVIEWS","A1",2022,"
1872-9630"
"8832","NARRATIVE INQUIRY","A1",2022,"1387-6740"
"8833","NARRATIVE INQUIRY","A1",2022,"
1569-9935"
"8834","JOURNAL OF BIOECONOMICS","A1",2022,"1387-6996"
"8835","JOURNAL OF BIOECONOMICS","A1",2022,"
1573-6989"
"8836","SIGN LANGUAGE AND LINGUISTICS","A1",2022,"1387-9316"
"8837","PHARMACEUTICAL BIOLOGY","A1",2022,"1388-0209"
"8838","PHARMACEUTICAL BIOLOGY","A1",2022,"
1744-5116"
"8839","ETHICS AND INFORMATION TECHNOLOGY","A1",2022,"1388-1957"
"8840","ETHICS AND INFORMATION TECHNOLOGY","A1",2022,"
1572-8439"
"8841","BIOCHIMICA ET BIOPHYSICA ACTA MOLECULAR AND CELL BIOLOGY OF LIPIDS","A1",2022,"1388-1981"
"8842","BIOCHIMICA ET BIOPHYSICA ACTA MOLECULAR AND CELL BIOLOGY OF LIPIDS","A1",2022,"
1879-2618"
"8843","JOURNAL OF THE HISTORY OF INTERNATIONAL LAW","A1",2022,"1388-199X"
"8844","JOURNAL OF THE HISTORY OF INTERNATIONAL LAW","A1",2022,"
1571-8050"
"8845","CLINICAL NEUROPHYSIOLOGY","A1",2022,"1388-2457"
"8846","CLINICAL NEUROPHYSIOLOGY","A1",2022,"
1872-8952"
"8847","ELECTROCHEMISTRY COMMUNICATIONS","A1",2022,"1388-2481"
"8848","ELECTROCHEMISTRY COMMUNICATIONS","A1",2022,"
1873-1902"
"8849","EUROPEAN JOURNAL OF MIGRATION AND LAW","A1",2022,"1388-364X"
"8850","EUROPEAN JOURNAL OF MIGRATION AND LAW","A1",2022,"
1571-8166"
"8851","JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","A1",2022,"1388-6150"
"8852","JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","A1",2022,"
1588-2926"
"8853","EUROPEAN JOURNAL OF HEART FAILURE","A1",2022,"1388-9842"
"8854","EUROPEAN JOURNAL OF HEART FAILURE","A1",2022,"
1879-0844"
"8855","EXPLORATIONS IN ECONOMIC HISTORY","A1",2022,"1389-0166"
"8856","EXPLORATIONS IN ECONOMIC HISTORY","A1",2022,"
1573-7500"
"8857","COGNITIVE SYSTEMS RESEARCH","A1",2022,"1389-0417"
"8858","COGNITIVE SYSTEMS RESEARCH","A1",2022,"
2214-4366"
"8859","COMPUTER NETWORKS","A1",2022,"1389-1286"
"8860","COMPUTER NETWORKS","A1",2022,"
1872-7069"
"8861","JOURNAL OF AGRICULTURAL EDUCATION EXTENSION","A1",2022,"1389-224X"
"8862","JOURNAL OF AGRICULTURAL EDUCATION EXTENSION","A1",2022,"
1750-8622"
"8863","JOURNAL OF EDUCATIONAL CHANGE","A1",2022,"1389-2843"
"8864","JOURNAL OF EDUCATIONAL CHANGE","A1",2022,"
1573-1812"
"8865","JOURNAL OF HAPPINESS STUDIES","A1",2022,"1389-4978"
"8866","JOURNAL OF HAPPINESS STUDIES","A1",2022,"
1573-7780"
"8867","PREVENTION SCIENCE","A1",2022,"1389-4986"
"8868","PREVENTION SCIENCE","A1",2022,"
1573-6695"
"8869","JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C PHOTOCHEMISTRY
REVIEWS","A1",2022,"1389-5567"
"8870","JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C PHOTOCHEMISTRY
REVIEWS","A1",2022,"
1873-2739"
"8871","BIOGERONTOLOGY","A1",2022,"1389-5729"
"8872","BIOGERONTOLOGY","A1",2022,"
1573-6768"
"8873","ELECTRONIC COMMERCE RESEARCH","A1",2022,"1389-5753"
"8874","ELECTRONIC COMMERCE RESEARCH","A1",2022,"
1572-9362"
"8875","REVIEWS IN ENDOCRINE METABOLIC DISORDERS","A1",2022,"1389-9155"
"8876","REVIEWS IN ENDOCRINE METABOLIC DISORDERS","A1",2022,"
1573-2606"
"8877","FOREST POLICY AND ECONOMICS","A1",2022,"1389-9341"
"8878","FOREST POLICY AND ECONOMICS","A1",2022,"
1872-7050"
"8879","SLEEP MEDICINE","A1",2022,"1389-9457"
"8880","SLEEP MEDICINE","A1",2022,"
1878-5506"
"8881","NONLINEAR ANALYSIS MODELLING AND CONTROL","A1",2022,"1392-5113"
"8882","NONLINEAR ANALYSIS MODELLING AND CONTROL","A1",2022,"
2335-8963"
"8883","MATHEMATICAL MODELLING AND ANALYSIS","A1",2022,"1392-6292"
"8884","MATHEMATICAL MODELLING AND ANALYSIS","A1",2022,"
1648-3510"
"8885","RESPECTUS PHILOLOGICUS","A1",2022,"1392-8295"
"8886","RESPECTUS PHILOLOGICUS","A1",2022,"
2335-2388"
"8887","FIRST MONDAY","A1",2022,"1396-0466"
"8888","BIPOLAR DISORDERS","A1",2022,"1398-5647"
"8889","BIPOLAR DISORDERS","A1",2022,"
1399-5618"
"8890","TRAFFIC","A1",2022,"1398-9219"
"8891","TRAFFIC","A1",2022,"
1600-0854"
"8892","PEDIATRIC DIABETES","A1",2022,"1399-543X"
"8893","PEDIATRIC DIABETES","A1",2022,"
1399-5448"
"8894","APPLIED VEGETATION SCIENCE","A1",2022,"1402-2001"
"8895","APPLIED VEGETATION SCIENCE","A1",2022,"
1654-109X"
"8896","NORDICOM REVIEW","A1",2022,"1403-1108"
"8897","NORDICOM REVIEW","A1",2022,"
2001-5119"
"8898","SCANDINAVIAN JOURNAL OF PUBLIC HEALTH","A1",2022,"1403-4948"
"8899","SCANDINAVIAN JOURNAL OF PUBLIC HEALTH","A1",2022,"
1651-1905"
"8900","HOUSING THEORY SOCIETY","A1",2022,"1403-6096"
"8901","HOUSING THEORY SOCIETY","A1",2022,"
1651-2278"
"8902","JOURNAL OF INTERCULTURAL COMMUNICATION","A1",2022,"1404-1634"
"8903","SLOVENSKI JEZIK","A1",2022,"1408-2616"
"8904","SLOVENSKI JEZIK","A1",2022,"
1581-1271"
"8905","JOURNAL OF INTERNATIONAL RELATIONS AND DEVELOPMENT","A1",2022,"1408-6980"
"8906","JOURNAL OF INTERNATIONAL RELATIONS AND DEVELOPMENT","A1",2022,"
1581-1980"
"8907","DOCUMENTA PRAEHISTORICA","A1",2022,"1408-967X"
"8908","DOCUMENTA PRAEHISTORICA","A1",2022,"
1854-2492"
"8909","BRAZILIAN JOURNAL OF PHYSICAL THERAPY","A1",2022,"1413-3555"
"8910","BRAZILIAN JOURNAL OF PHYSICAL THERAPY","A1",2022,"
1809-9246"
"8911","ELECTRONIC JOURNAL OF QUALITATIVE THEORY OF DIFFERENTIAL
EQUATIONS","A1",2022,"1417-3875"
"8912","AUDIOLOGY AND NEURO OTOLOGY","A1",2022,"1420-3030"
"8913","AUDIOLOGY AND NEURO OTOLOGY","A1",2022,"
1421-9700"
"8914","MOLECULES","A1",2022,"1420-3049"
"8915","CELLULAR AND MOLECULAR LIFE SCIENCES","A1",2022,"1420-682X"
"8916","CELLULAR AND MOLECULAR LIFE SCIENCES","A1",2022,"
1420-9071"
"8917","CURRENT PROBLEMS IN DERMATOLOGY","A1",2022,"1421-5721"
"8918","CURRENT PROBLEMS IN DERMATOLOGY","A1",2022,"
1662-2944"
"8919","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","A1",2022,"1422-0067"
"8920","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","A1",2022,"
1661-6596"
"8921","JOURNAL OF MATHEMATICAL FLUID MECHANICS","A1",2022,"1422-6928"
"8922","JOURNAL OF MATHEMATICAL FLUID MECHANICS","A1",2022,"
1422-6952"
"8923","ANNALES HENRI POINCARE","A1",2022,"1424-0637"
"8924","ANNALES HENRI POINCARE","A1",2022,"
1424-0661"
"8925","DIVERSITY BASEL","A1",2022,"1424-2818"
"8926","JOURNAL OF EVOLUTION EQUATIONS","A1",2022,"1424-3199"
"8927","JOURNAL OF EVOLUTION EQUATIONS","A1",2022,"
1424-3202"
"8928","SENSORS","A1",2022,"1424-3210"
"8929","SENSORS","A1",2022,"
1424-8220"
"8930","PANCREATOLOGY","A1",2022,"1424-3903"
"8931","PANCREATOLOGY","A1",2022,"
1424-3911"
"8932","SWISS POLITICAL SCIENCE REVIEW","A1",2022,"1424-7755"
"8933","SWISS POLITICAL SCIENCE REVIEW","A1",2022,"
1662-6370"
"8934","PHARMACEUTICALS","A1",2022,"1424-8247"
"8935","MILAN JOURNAL OF MATHEMATICS","A1",2022,"1424-9286"
"8936","MILAN JOURNAL OF MATHEMATICS","A1",2022,"
1424-9294"
"8937","LOGIC AND LOGICAL PHILOSOPHY","A1",2022,"1425-3305"
"8938","LOGIC AND LOGICAL PHILOSOPHY","A1",2022,"
2300-9802"
"8939","CELLULAR MOLECULAR BIOLOGY LETTERS","A1",2022,"1425-8153"
"8940","CELLULAR MOLECULAR BIOLOGY LETTERS","A1",2022,"
1689-1392"
"8941","LINGUISTIC TYPOLOGY","A1",2022,"1430-0532"
"8942","LINGUISTIC TYPOLOGY","A1",2022,"
1613-415X"
"8943","INTERNATIONAL JOURNAL OF PRACTICAL THEOLOGY","A1",2022,"1430-6921"
"8944","INTERNATIONAL JOURNAL OF PRACTICAL THEOLOGY","A1",2022,"
1612-9768"
"8945","DOCUMENTA MATHEMATICA","A1",2022,"1431-0635"
"8946","DOCUMENTA MATHEMATICA","A1",2022,"
1431-0643"
"8947","HYDROGEOLOGY JOURNAL","A1",2022,"1431-2174"
"8948","HYDROGEOLOGY JOURNAL","A1",2022,"
1435-0157"
"8949","BIOLOGICAL CHEMISTRY","A1",2022,"1431-6730"
"8950","BIOLOGICAL CHEMISTRY","A1",2022,"
1437-4315"
"8951","MICROSCOPY AND MICROANALYSIS","A1",2022,"1431-9276"
"8952","MICROSCOPY AND MICROANALYSIS","A1",2022,"
1435-8115"
"8953","FEBS JOURNAL","A1",2022,"1432-1033"
"8954","FEBS JOURNAL","A1",2022,"
1742-464X"
"8955","FEBS JOURNAL","A1",2022,""
"8956","CLINICAL ORAL INVESTIGATIONS","A1",2022,"1432-6981"
"8957","CLINICAL ORAL INVESTIGATIONS","A1",2022,"
1436-3771"
"8958","COMPUTING AND VISUALIZATION IN SCIENCE","A1",2022,"1432-9360"
"8959","COMPUTING AND VISUALIZATION IN SCIENCE","A1",2022,"
1433-0369"
"8960","ECOSYSTEMS","A1",2022,"1432-9840"
"8961","ECOSYSTEMS","A1",2022,"
1435-0629"
"8962","ANGEWANDTE CHEMIE INTERNATIONAL EDITION","A1",2022,"1433-7851"
"8963","ANGEWANDTE CHEMIE INTERNATIONAL EDITION","A1",2022,"
1521-3773"
"8964","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","A1",2022,"1433-8319"
"8965","LIVING REVIEWS IN RELATIVITY","A1",2022,"1433-8351"
"8966","LIVING REVIEWS IN RELATIVITY","A1",2022,"
2367-3613"
"8967","ARCHIVES OF WOMENS MENTAL HEALTH","A1",2022,"1434-1816"
"8968","ARCHIVES OF WOMENS MENTAL HEALTH","A1",2022,"
1435-1102"
"8969","EUROPEAN JOURNAL OF ORGANIC CHEMISTRY","A1",2022,"1434-193X"
"8970","GRANULAR MATTER","A1",2022,"1434-5021"
"8971","GRANULAR MATTER","A1",2022,"
1434-7636"
"8972","EUROPEAN PHYSICAL JOURNAL A","A1",2022,"1434-6001"
"8973","EUROPEAN PHYSICAL JOURNAL A","A1",2022,"
1434-601X"
"8974","EUROPEAN PHYSICAL JOURNAL C","A1",2022,"1434-6044"
"8975","EUROPEAN PHYSICAL JOURNAL C","A1",2022,"
1434-6052"
"8976","CLINICAL CHEMISTRY AND LABORATORY MEDICINE","A1",2022,"1434-6621"
"8977","CLINICAL CHEMISTRY AND LABORATORY MEDICINE","A1",2022,"
1437-4331"
"8978","LANGENBECKS ARCHIVES OF SURGERY","A1",2022,"1435-2443"
"8979","LANGENBECKS ARCHIVES OF SURGERY","A1",2022,"
1435-2451"
"8980","COGNITION TECHNOLOGY WORK","A1",2022,"1435-5558"
"8981","COGNITION TECHNOLOGY WORK","A1",2022,"
1435-5566"
"8982","PLANT BIOLOGY","A1",2022,"1435-8603"
"8983","ANIMAL COGNITION","A1",2022,"1435-9448"
"8984","ANIMAL COGNITION","A1",2022,"
1435-9456"
"8985","BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT","A1",2022,"1435-9529"
"8986","BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT","A1",2022,"
1435-9537"
"8987","JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","A1",2022,"1435-9855"
"8988","JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","A1",2022,"
1435-9863"
"8989","DEMOGRAPHIC RESEARCH","A1",2022,"1435-9871"
"8990","MARINE BIOTECHNOLOGY","A1",2022,"1436-2228"
"8991","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","A1",2022,"1436-3240"
"8992","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","A1",2022,"
1436-3259"
"8993","GASTRIC CANCER","A1",2022,"1436-3291"
"8994","GASTRIC CANCER","A1",2022,"
1436-3305"
"8995","EUROPEAN JOURNAL OF NUTRITION","A1",2022,"1436-6207"
"8996","EUROPEAN JOURNAL OF NUTRITION","A1",2022,"
1436-6215"
"8997","METAPHYSICA","A1",2022,"1437-2053"
"8998","METAPHYSICA","A1",2022,"
1874-6373"
"8999","INTERNATIONAL JOURNAL OF EARTH SCIENCES","A1",2022,"1437-3254"
"9000","INTERNATIONAL JOURNAL OF EARTH SCIENCES","A1",2022,"
1437-3262"
"9001","ADVANCED ENGINEERING MATERIALS","A1",2022,"1438-1656"
"9002","ADVANCED ENGINEERING MATERIALS","A1",2022,"
1527-2648"
"9003","EUROPEAN FOOD RESEARCH AND TECHNOLOGY","A1",2022,"1438-2377"
"9004","EUROPEAN FOOD RESEARCH AND TECHNOLOGY","A1",2022,"
1438-2385"
"9005","INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY","A1",2022,"1438-4221"
"9006","INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY","A1",2022,"
1618-0607"
"9007","INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH","A1",2022,"1438-4639"
"9008","INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH","A1",2022,"
1618-131X"
"9009","FORUM QUALITATIVE SOZIALFORSCHUNG","A1",2022,"1438-5627"
"9010","MACROMOLECULAR MATERIALS AND ENGINEERING","A1",2022,"1438-7492"
"9011","MACROMOLECULAR MATERIALS AND ENGINEERING","A1",2022,"
1439-2054"
"9012","JARO JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY","A1",2022,"1438-7573"
"9013","JARO JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY","A1",2022,"
1525-3961"
"9014","EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY","A1",2022,"1438-7697"
"9015","EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY","A1",2022,"
1438-9312"
"9016","JOURNAL OF MEDICAL INTERNET RESEARCH","A1",2022,"1438-8871"
"9017","JOURNAL OF MEDICAL INTERNET RESEARCH","A1",2022,"
1439-4456"
"9018","JOURNAL OF SOILS AND SEDIMENTS","A1",2022,"1439-0108"
"9019","JOURNAL OF SOILS AND SEDIMENTS","A1",2022,"
1614-7480"
"9020","BASIC AND APPLIED ECOLOGY","A1",2022,"1439-1791"
"9021","BASIC AND APPLIED ECOLOGY","A1",2022,"
1618-0089"
"9022","CHEMBIOCHEM","A1",2022,"1439-4227"
"9023","CHEMBIOCHEM","A1",2022,"
1439-7633"
"9024","CHEMPHYSCHEM","A1",2022,"1439-4235"
"9025","CHEMPHYSCHEM","A1",2022,"
1439-7641"
"9026","ORGANISMS DIVERSITY EVOLUTION","A1",2022,"1439-6092"
"9027","ORGANISMS DIVERSITY EVOLUTION","A1",2022,"
1618-1077"
"9028","EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY","A1",2022,"1439-6319"
"9029","EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY","A1",2022,"
1439-6327"
"9030","EUROPEAN JOURNAL OF HEALTH ECONOMICS","A1",2022,"1439-6637"
"9031","EUROPEAN JOURNAL OF HEALTH ECONOMICS","A1",2022,"
1618-7598"
"9032","EUROPEAN JOURNAL OF HEALTH ECONOMICS","A1",2022,""
"9033","INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING","A1",2022,"1440-0979"
"9034","INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING","A1",2022,"
1445-8330"
"9035","INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING","A1",2022,""
"9036","JOURNAL OF SCIENCE AND MEDICINE IN SPORT","A1",2022,"1440-2440"
"9037","JOURNAL OF SCIENCE AND MEDICINE IN SPORT","A1",2022,"
1878-1861"
"9038","AUSTRALASIAN JOURNAL ON AGEING","A1",2022,"1440-6381"
"9039","AUSTRALASIAN JOURNAL ON AGEING","A1",2022,"
1741-6612"
"9040","JOURNAL OF SOCIOLOGY","A1",2022,"1440-7833"
"9041","JOURNAL OF SOCIOLOGY","A1",2022,"
1741-2978"
"9042","INTERSECTIONS","A1",2022,"1440-9151"
"9043","CRITICAL CARE AND RESUSCITATION","A1",2022,"1441-2772"
"9044","SPORT MANAGEMENT REVIEW","A1",2022,"1441-3523"
"9045","SPORT MANAGEMENT REVIEW","A1",2022,"
1839-2083"
"9046","CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY","A1",2022,"1442-6404"
"9047","CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY","A1",2022,"
1442-9071"
"9048","JOURNAL OF OCCUPATIONAL SCIENCE","A1",2022,"1442-7591"
"9049","GERIATRICS GERONTOLOGY INTERNATIONAL","A1",2022,"1444-1586"
"9050","GERIATRICS GERONTOLOGY INTERNATIONAL","A1",2022,"
1447-0594"
"9051","ASIA PACIFIC FAMILY MEDICINE","A1",2022,"1444-1683"
"9052","ASIA PACIFIC FAMILY MEDICINE","A1",2022,"
1447-056X"
"9053","CROP AND PASTURE SCIENCE","A1",2022,"1444-9838"
"9054","CROP AND PASTURE SCIENCE","A1",2022,"
1836-0947"
"9055","CROP AND PASTURE SCIENCE","A1",2022,""
"9056","FUNCTIONAL PLANT BIOLOGY","A1",2022,"1445-4408"
"9057","FUNCTIONAL PLANT BIOLOGY","A1",2022,"
1445-4416"
"9058","INVERTEBRATE SYSTEMATICS","A1",2022,"1445-5226"
"9059","INVERTEBRATE SYSTEMATICS","A1",2022,"
1447-2600"
"9060","REPRODUCTIVE MEDICINE AND BIOLOGY","A1",2022,"1445-5781"
"9061","REPRODUCTIVE MEDICINE AND BIOLOGY","A1",2022,"
1447-0578"
"9062","RURAL AND REMOTE HEALTH","A1",2022,"1445-6354"
"9063","INTERNATIONAL GAMBLING STUDIES","A1",2022,"1445-9795"
"9064","INTERNATIONAL GAMBLING STUDIES","A1",2022,"
1479-4276"
"9065","HEALTH SOCIOLOGY REVIEW","A1",2022,"1446-1242"
"9066","HEALTH SOCIOLOGY REVIEW","A1",2022,"
1839-3551"
"9067","MEMOIRS OF MUSEUM VICTORIA","A1",2022,"1447-2546"
"9068","MEMOIRS OF MUSEUM VICTORIA","A1",2022,"
1447-2554"
"9069","JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT","A1",2022,"1447-6770"
"9070","JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT","A1",2022,"
1839-5260"
"9071","INNOVATION ORGANIZATION MANAGEMENT","A1",2022,"1447-9338"
"9072","INNOVATION ORGANIZATION MANAGEMENT","A1",2022,"
2204-0226"
"9073","ETROPIC","A1",2022,"1448-2940"
"9074","SEXUAL HEALTH","A1",2022,"1448-5028"
"9075","SEXUAL HEALTH","A1",2022,"
1449-8987"
"9076","INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES","A1",2022,"1449-2288"
"9077","AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY","A1",2022,"1449-3098"
"9078","AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY","A1",2022,"
1449-5554"
"9079","POLICY AND SOCIETY","A1",2022,"1449-4035"
"9080","POLICY AND SOCIETY","A1",2022,"
1839-3373"
"9081","EUROMED JOURNAL OF BUSINESS","A1",2022,"1450-2194"
"9082","EUROMED JOURNAL OF BUSINESS","A1",2022,"
1758-888X"
"9083","FATIGUE FRACTURE OF ENGINEERING MATERIALS STRUCTURES","A1",2022,"1460-2695"
"9084","FATIGUE FRACTURE OF ENGINEERING MATERIALS STRUCTURES","A1",2022,"
8756-758X"
"9085","CRIME PREVENTION AND COMMUNITY SAFETY","A1",2022,"1460-3780"
"9086","CRIME PREVENTION AND COMMUNITY SAFETY","A1",2022,"
1743-4629"
"9087","JASSS THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION","A1",2022,"1460-7425"
"9088","INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS","A1",2022,"1460-8545"
"9089","INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS","A1",2022,"
1468-2370"
"9090","NATIONAL IDENTITIES","A1",2022,"1460-8944"
"9091","NATIONAL IDENTITIES","A1",2022,"
1469-9907"
"9092","AILA REVIEW","A1",2022,"1461-0213"
"9093","ECOLOGY LETTERS","A1",2022,"1461-023X"
"9094","ECOLOGY LETTERS","A1",2022,"
1461-0248"
"9095","INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","A1",2022,"1461-1457"
"9096","INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","A1",2022,"
1469-5111"
"9097","MUSIC EDUCATION RESEARCH","A1",2022,"1461-3808"
"9098","MUSIC EDUCATION RESEARCH","A1",2022,"
1469-9893"
"9099","ENVIRONMENTAL ARCHAEOLOGY","A1",2022,"1461-4103"
"9100","ENVIRONMENTAL ARCHAEOLOGY","A1",2022,"
1749-6314"
"9101","NEW MEDIA SOCIETY","A1",2022,"1461-4448"
"9102","NEW MEDIA SOCIETY","A1",2022,"
1461-7315"
"9103","DISCOURSE STUDIES","A1",2022,"1461-4456"
"9104","DISCOURSE STUDIES","A1",2022,"
1461-7080"
"9105","JOURNAL OF ADHESIVE DENTISTRY","A1",2022,"1461-5185"
"9106","JOURNAL OF ADHESIVE DENTISTRY","A1",2022,"
1757-9988"
"9107","TOURISM GEOGRAPHIES","A1",2022,"1461-6688"
"9108","TOURISM GEOGRAPHIES","A1",2022,"
1470-1340"
"9109","EUROPEAN SOCIETIES","A1",2022,"1461-6696"
"9110","EUROPEAN SOCIETIES","A1",2022,"
1469-8307"
"9111","JOURNALISM STUDIES","A1",2022,"1461-670X"
"9112","JOURNALISM STUDIES","A1",2022,"
1469-9699"
"9113","ATTACHMENT HUMAN DEVELOPMENT","A1",2022,"1461-6734"
"9114","ATTACHMENT HUMAN DEVELOPMENT","A1",2022,"
1469-2988"
"9115","INTERNATIONAL FEMINIST JOURNAL OF POLITICS","A1",2022,"1461-6742"
"9116","INTERNATIONAL FEMINIST JOURNAL OF POLITICS","A1",2022,"
1468-4470"
"9117","HUMAN RIGHTS LAW REVIEW","A1",2022,"1461-7781"
"9118","HUMAN RIGHTS LAW REVIEW","A1",2022,"
1744-1021"
"9119","AGRICULTURAL AND FOREST ENTOMOLOGY","A1",2022,"1461-9555"
"9120","AGRICULTURAL AND FOREST ENTOMOLOGY","A1",2022,"
1461-9563"
"9121","EUROPEAN JOURNAL OF ARCHAEOLOGY","A1",2022,"1461-9571"
"9122","EUROPEAN JOURNAL OF ARCHAEOLOGY","A1",2022,"
1741-2722"
"9123","RHEUMATOLOGY","A1",2022,"1462-0324"
"9124","RHEUMATOLOGY","A1",2022,"
1462-0332"
"9125","NICOTINE TOBACCO RESEARCH","A1",2022,"1462-2203"
"9126","NICOTINE TOBACCO RESEARCH","A1",2022,"
1469-994X"
"9127","ENVIRONMENTAL MICROBIOLOGY","A1",2022,"1462-2912"
"9128","ENVIRONMENTAL MICROBIOLOGY","A1",2022,"
1462-2920"
"9129","POLITICAL THEOLOGY","A1",2022,"1462-317X"
"9130","EUROPEAN JOURNAL OF ONCOLOGY NURSING","A1",2022,"1462-3889"
"9131","EUROPEAN JOURNAL OF ONCOLOGY NURSING","A1",2022,"
1532-2122"
