grupo,categoria,tipo_producto,titulo_capitulo,pais,ano,titulo_libro,ISBN,vol,pags,editorial,autores
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,La prosocialidad como categoría de discusión en escenarios de reconciliación y construcción de paz,Colombia,2020,violencia y paz : experiencias investigativas en barriadas populares de Cali y Medellín,978-958-5473-98-0, ,125 - 154,Sello Editorial Universidad de Medellín,"ANYERSON STITHS GOMEZ TABARES, CESAR NUNEZ, ANGELA PATRICIA ARANGO VASQUEZ, JUAN DAVID GIRALDO ROJAS"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Vivir el contexto: exigencias y relaciones contrapuestas en jóvenes,Colombia,2020,violencia y paz : experiencias investigativas en barriadas populares de Cali y Medellín,978-958-5473-98-0, ,157 - 188,Sello Editorial Universidad de Medellín,"ANYERSON STITHS GOMEZ TABARES, LILIANA GALLO CONSUEGRA, ELIZABETH GOMEZ ETAYO, ILVAR JOSUE CARANTON SANCHEZ, NORA MARGARITA VARGAS ZULUAGA, CESAR NUNEZ"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Concepto de experiencia humana, jóvenes y violencia",Colombia,2020,violencia y paz : experiencias investigativas en barriadas populares de Cali y Medellín,978-958-5473-98-0, ,49 - 76,Sello Editorial Universidad de Medellín,"ANYERSON STITHS GOMEZ TABARES, CESAR NUNEZ, LILIANA GALLO CONSUEGRA, ELIZABETH GOMEZ ETAYO, NORA MARGARITA VARGAS ZULUAGA, ILVAR JOSUE CARANTON SANCHEZ"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,El cuerpo como primer territorio político. El teatro en la resignificación de la historia de las mujeres,Colombia,2020,Psicología y Práxis Transformadoras,978-958-53011-2-2, ,135 - 147,Ediciones Cátedra Libre,"MARIANA YEPES BUSTAMANTE, MAGDA VICTORIA DIAZ ALZATE"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Los desencuentros de la planeación con el espacio vivido en las viviendas de interés prioritario (VIP) en Medellín, Colombia",México,2020,Segregación y fragmentación socioespacial en ciudades. Nuevas formas de habitar la ciudad,978-607-571-007-5, ,13 - 30,Universidad de Guadalajara,"KATY LUZ MILLAN OTERO, JORGE EDUARDO VASQUEZ SANTAMARIA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"De las Políticas a las Poéticas del Cuidado en Educación: Una Mirada Sobre la Subjetividad de Jóvenes Desplazados en San Jose del Palmar, Chocó",Colombia,2020,Reflexiones Para la Construcción de Políticas Públicas Desde Abajo En Torno al Desplazamiento Forzad,978-958-790-483-3, ,65 - 89,Editorial Universidad Externado de Colombia,JOSE ALCIDES CASTRO ACEVEDO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Emociones políticas y construcción de paz,Colombia,2020,Psicología y Praxis Transformadoras,978-958-53011-2-2, ,150 - 161,Ediciones Cátedra Libre,"HEIDI SMITH PULIDO VARON, NICOLASA MARIA DURAN PALACIO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,La experiencia del teatro: resignificación de historias y configuración de subjetividades políticas de mujeres víctimas del conflicto armado,Colombia,2019,Reconstrucción de subjetividades e identidades en contextos de guerra y posguerra,9789585468122, ,247 - 259,CENTRO DE EDICIONES UNIVERSIDAD DE MANIZALES,"MARIANA YEPES BUSTAMANTE, MAGDA VICTORIA DIAZ ALZATE"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Capacidades relacionales para la construcción de paz en líderes comunitarios,Colombia,2019,Reconstrucción de subjetividades e identidades en contextos de guerra y posguerra Cátedra Colombiana de Psicología Mercedes Rodrigo 2019,978-958-5468-12-2, ,328 - 341,CENTRO DE EDICIONES UNIVERSIDAD DE MANIZALES,"HEIDI SMITH PULIDO VARON, NICOLASA MARIA DURAN PALACIO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Narrativas de sobrevivencia y restauración con personas afectadas por el conflicto armado en Caldas,Colombia,2019,Reconstrucción de subjetividades e identidades en contextos de guerra y posguerra,978-958-5468-12-2, ,311 - 328,CENTRO DE EDICIONES UNIVERSIDAD DE MANIZALES,PAULA VANESSA SANCHEZ AGUDELO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"La locura moral o razonante, antes de la era Borderline (1904)",Colombia,2019,Letras de psiquiatría en la Biblioteca Médica. Las tesis de medicina y la asimilación del discurso psiquiátrico en Colombia,978-958-5526-47-1, ,159 - 176,Universidad de Antioquia,JAIRO GUTIERREZ AVENDANO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,De la confianza ciudadana en la democracia representativa,Colombia,2018,Estudios sobre Democracia en Colombia: diseños institucionales y participación ciudadana,978-958-59641-5-0, ,119 - 137,Senado de la República de Colombia-Centro de Altos Estudios Legislativos-CAEL,NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Las relaciones para el bienestar, más allá de la falencia de los padres.",Colombia,2018,Adolescencia y familia. La transformación de la familia colombiana y su incidencia en los adolescntes,978-958-760-115-2, ,171 - 178,Universidad Cooperativa de Colombia,DORA LILIANA OSORIO TAMAYO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Prosocialidad: una alternativa generativa para la investigación e intervención psicosocial en la infancia y la adolescencia,Colombia,2018,MEMORIAS Y RE-EXISTENCIAS,978-958-8045-94-8, ,2668 - 2678,Centro Editorial CINDE,"MARIELA NARVAEZ MARIN, ANYERSON STITHS GOMEZ TABARES"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Riesgo suicida en estudiantes Universitarios: Factores psicológicos y sociales relacionados,Colombia,2018,MEMORIAS Y RE-EXISTENCIAS,978-958-8045-94-8, ,2114 - 2124,Centro Editorial CINDE,ANYERSON STITHS GOMEZ TABARES
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Fortalecimiento de la prosocialidad en contextos educativos: aportes a la construcción de ciudadanía y convivencia social en la infancia y la adolescencia,Colombia,2018,MEMORIAS Y RE-EXISTENCIAS,978-958-8045-94-8, ,3445 - 3456,Centro Editorial CINDE,ANYERSON STITHS GOMEZ TABARES
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Niñez, Adolescencia y tecnologías digitales en América Latina",España,2018,Entre Selfies y Whatsapps,9788476919888, ,290 - ,Gedisa,"NORMAN DARIO MORENO CARMONA, DORA LILIANA OSORIO TAMAYO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,TECNOLOGÍAS EN EL TRATAMIENTO DE LA LEPRA: FIGURAS DE LO OMINOSO EN LA HUMANIZACIÓN DE LA SALUD,Colombia,2017,CRÍTICAS Y PERSPECTIVAS,9789587811339, ,327 - 342,Ecoe Ediciones Universidad Javeriana,HERWIN EDUARDO CARDONA QUITIAN
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,"Prosocialidad: una propuesta alternativa para el trabajo con niños, niñas y adolescentes desvinculados de grupos armados ilegales",Colombia,2017,JUSTICIA SOCIAL Y PROCESOS DE CONSTRUCCIÓN DE PAZ,978-958-8045-46-7, ,1500 - 1509,Centro Editorial CINDE,ANYERSON STITHS GOMEZ TABARES
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Degeneración, delirios y nervios: etiología en la primera psiquiatría 1893-1912",Colombia,2017,Ciencias de la vida,978-958-783-126-9, ,118 - 140,Empresa Editorial Universidad Nacional De Colombia,"JAIRO GUTIERREZ AVENDANO, JORGE HUMBERTO MARQUEZ VALDERRAMA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Posibilidades de la música y el arte para mejorar la memoria y el aprendizaje en niños,Colombia,2017,Hacia un concepto multifactorial del aprendizaje y la memoria,978-958-8943-32-9, ,35 - 47,Fondo Editorial Universidad Católica Luis Amigó,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,La convivencia escolar. Un asunto complejo entre el sistema social y la particularidad de la institución,Colombia,2017,escolar y social,978-958-99154-8-6, ,81 - 94,Corporación Ser Especial,MAGDA VICTORIA DIAZ ALZATE
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,La familia colombiana actual y su relación con problemas internalizados y externalizados en los adolescentes,España,2016,II International Congress of Clinical and Health Psychology on Children and Adolescents. Book of Abstracts,84-217-2847-477-5, ,133 - 133,Piramide,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"A ""lógica"" terrorista e suas consequências",Brasil,2016,politicas e movimentos sociais,9788532652836, ,128 - 141,Editora Vozes,"MONICA ALZATE GARCIA, JOSE MANUEL SABUCEDO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Caucasia, Territorio de Oro. Aproximación al papel de la minería en los procesos y construcción del territorio del bajo Cauca antioqueño entre 2000 y 2012.",Colombia,2016,Voces de indagación en la Maestría en Desarrollo: experiencias de formación investigativa,978-958-764-368-8-, ,197 - 216,Editorial Universidad Pontificia Bolivariana,"HEIDI SMITH PULIDO VARON, SNEIDER HERNAN ROJAS MORA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Del régimen asistencialista a la psiquiatría dinámica en las primeras instituciones de salud mental en Cundinamarca, Antioquia y Valle del Cauca, 1900-1968",Colombia,2015,Actualizando Discursos. Trazos De Historia De La Psiquiatría Y De La Salud Pública En El Contexto Iberoamericano,978-958-8947-08-2, ,103 - 138,L. Vieco,JAIRO GUTIERREZ AVENDANO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Poéticas imágenes del horror: Memorias del conflicto colombiano a través de la obra de Juan Manuel Echavarría,Brasil,2015,Memória E Política,Memória E Política, ,145 - 160,Unilasalle,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Paz y posconflicto: compromiso de los ciudadanos para un horizonte imaginado,Colombia,2015,Imaginar la paz en Colombia: cavilaciones desde la academia,978-958-8943-01-5, ,62 - 71,Fondo Editorial Luis Amigó,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"Jaramillo, C., Calderón, G., Holguín, H. y Le Gal, D. (2015). Representaciones sociales del tratamiento de las adicciones comportamentales por los profesionales de las ciencias sociales y de la salud. En Prevención y tratamiento de las adicciones desde lo psicosocial",Colombia,2015,Prevencion Y Tratamiento De Las Adicciones Desde Lo Psicosocial,978-958-8399-94-2, ,111 - 129,Fondo Editorial Funlam,DAMIEN LE GAL FRANCOIS
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,"La Responsabilidad Social vista desde 8 indicadores para la Paz en Colombia, durante 2002-2006",Colombia,2015,Responsabilidad Social: Perspectivas Para La Acción En Colombia.,978-958-8399-88-1, ,116 - 127,Fundación Universitaria Luis Amigó,MONICA ALZATE GARCIA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Historia y memoria: responsabilidad social de los maestros en la formación ciudadana,Colombia,2015,Responsabilidad social : perspectivas para la acción en Colombia,978-958-8399-88-1, ,75 - 87,Fondo Editorial Luis Amigó,SONIA NATALIA COGOLLO OSPINA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Enfoque Psicosocial del Suicidio,Colombia,2015,El Suicidio: Cuatro Perspectivas,978-958-8399-86-7, ,33 - 48,Fondo Editorial Funlam,JOHN JAIRO GARCIA PENA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Agresión y Violencia,España,2015,Psicología Social,978-84-9835-904-6, ,217 - 239,Editorial Médica Panamericana Ltda. (Bogotá),"MONICA ALZATE GARCIA, MAR DURAN, JOSE MANUEL SABUCEDO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Aportes Psicosociales de la Población Civil para la Reconciliación de un País en Conflicto,Colombia,2015,Imaginar La Paz En Colombia: Cavilaciones Desde La Academia,9789588943015, ,49 - 61,Fondo Editorial Fundación Universitaria Luis Amigó,"MONICA ALZATE GARCIA, XIANA VILAS CASTRO, CRISTINA GOMEZ ROMAN, JOSE MANUEL SABUCEDO CAMESELLE"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Paz y posconflicto: compromiso de los ciudadanos para un horizonte imaginado,Colombia,2015,Imaginar la paz en Colombia : cavilaciones desde la academia,978-958-8943-01-5, ,62 - 71,Fondo Editorial Funlam,"SONIA NATALIA COGOLLO OSPINA, NICOLASA MARIA DURAN PALACIO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Desarrollo positivo del adolescente como protector de conductas de riesgo,México,2014,Desafíos Y Compromisos Sociales,9786079645410, ,649 - 656,ALFEPSI Editorial,"ALEXANDER ALVIS RIZZO, NORMAN DARIO MORENO CARMONA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Desarrollo positivo del adolescente como protector de conductas de riesgo,México,2014,Desafíos Y Compromisos Sociales,9786079645410, ,649 - 656,"Asociación Mexicana de Alternativas en Psicología, A.C.","NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,La experiencia formativo-investigativa en la deconstrucción del discurso del déficit: claves para liberar la psicología.,México,2014,Desafíos Y Compromisos Sociales,9786079645410, ,255 - 262,"Asociación Mexicana de Alternativas en Psicología, A.C",NICOLASA MARIA DURAN PALACIO
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,"EL DESARROLLO POSITIVO COMO FACTOR PROTECTOR EN ADOLESCENTES DE MEDELLÍN, COLOMBIA",Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,149 - 158,Fondo Editorial Funlam,"ALEXANDER ALVIS RIZZO, NORMAN DARIO MORENO CARMONA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,LAS PRÁCTICAS ADECUADAS DE CRIANZA EN EL TRATAMIENTO DEL TRASTORNO NEGATIVISTA DESAFIANTE: UNA REFLEXIÓN A LA LUZ DE LA TEORÍA,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,159 - 167,Fondo Editorial Funlam,"ALEXANDER ALVIS RIZZO, ANA CATALINA GOMEZ ARISTIZABAL, CLAUDIA MARCELA ARANA MEDINA, JUAN CARLOS RESTREPO BOTERO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Las representaciones que los Medellinenses tienen de los estadounidenses y de los franceses.,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,191 - 201,Fondo Editorial Funlam,DAMIEN LE GAL FRANCOIS
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Las representaciones que los Medellinenses tienen de los estadounidenses y de los franceses.,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,191 - 201,Fondo Editorial Funlam,DAMIEN LE GAL FRANCOIS
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,"El desarrollo positivo como factor protector en adolescentes de Medellín, Colombia",Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,149 - 158,Fondo Editorial Funlam,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,"Alteración y rehabilitación neurocognitiva de las funciones ejecutivas y de la cognición social, en niños que presentan conductas disruptivas: una revisión investigativa",Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,136 - 148,Fondo Editorial Funlam,"ALEXANDER ALVIS RIZZO, CLAUDIA MARCELA ARANA MEDINA, JUAN CARLOS RESTREPO BOTERO, ANA CATALINA GOMEZ ARISTIZABAL"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Eight Cultures of Peace Indicators Applied to Colombian Conflict During 2002¿2006,Estados Unidos,2014,Psychosocial Approaches To Peace-Building In Colombia,978-3-319-04548-1, ,137 - 152,"Springer Publishing Company, Inc.","MONICA ALZATE GARCIA, JOSE MANUEL SABUCEDO, MAR DURAN"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Lo psicosocial como categoría transdisciplinar (Resumen),Colombia,2013,Colpsic Y Ascofapsi,978-958-99153-8-7, ,447 - 448,Ascofapsi,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,¿Quién representa la ley en estos días? Algunas apreciaciones sobre la relación entre el Superyó y la agresión,Colombia,2013,Crianza Y Salud Mental. Funciones Y Disfunciones Del Contexto Familiar Contemporáneo,978-958-99154-5-5, ,143 - 164,,RICARDO ALBERTO ANDRADE RODRIGUEZ
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Aproximaciones al lugar de la familia en el fenómeno de la desaparición forzada en Colombia,Colombia,2013,Reflexiones Sobre La Infancia. Simposio Nacional De Investigaciones En Primera Infancia.,978-958-8399-63-8, ,7 - 25,Fondo Editorial Funlam,"ALEXANDER ALVIS RIZZO, ALEXANDER RODRIGUEZ BUSTAMANTE, CARMEN PATRICIA DUQUE SIERRA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,Rehabilitación de la cognición social en personas con trastorno antisocial de la personalidad,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,120 - 125,Fondo Editorial Funlam,"ALEXANDER ALVIS RIZZO, CLAUDIA MARCELA ARANA MEDINA, JUAN CARLOS RESTREPO BOTERO, JUAN CARLOS RESTREPO BOTERO"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Capítulo de libro,Validación de la Escala Prácticas Parentales en Adolescentes (PP-A),Colombia,2012,Hacia la transformación de la dinámica investigativa,978-958-8399-57-7, ,7 - 14,Fondo Editorial Universidad Católica Luis Amigó,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,¿Doscientos años de qué? Por una liberación del pensamiento colonial,Colombia,2011,Amor A La Tinta,978-958-839938-6, ,93 - 99,Fondo Editorial Fundacion Universitaria Luis Amigo,NORMAN DARIO MORENO CARMONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Capítulos de libro publicados,Otro capítulo de libro publicado,EL ESPAÑOL HABLADO EN LAS COMUNIDADES HISPÁNICAS: INFORME PRESEEA 2007,España,2007,EL ESPAÑOL HABLADO EN LAS COMUNIDADES HISPÁNICAS: INFORME PRESEEA 2007,0, 1,58 - 69,Fundación campus comillas,"RICARDO ALBERTO ANDRADE RODRIGUEZ, MARIA CLAUDIA GONZALEZ RATIVA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Capítulos de libro publicados,Otro capítulo de libro publicado,"El rendimiento deportivo como práctica del cuerpo: Reflexiones entorno al vínculo entre cuerpo, deporte y cultura",Colombia,2021,históricos y sociales,978-958-5518-10-0-, ,145 - 168,Fondo Editorial Universidad Católica de Oriente,JOSE TOMAS CORTES DIAZ
